,Name,Age,Nationality,Preferred Foot,Height,Weight,Position,Overall
9636,S. Mpontshane,32,South Africa,Left,182.88,78.92516624180132,GK,66
9637,C. McCann,30,Republic of Ireland,Left,185.42000000000002,74.84283005688056,LB,66
9638,O. Bozanic,29,Australia,Left,177.8,74.84283005688056,CM,66
9639,L. Lezzerini,23,Italy,Right,195.58,86.18265279277155,GK,66
9640,M. Yaghoubi,23,Finland,Right,177.8,83.91468824559335,LM,66
9641,Joni Montiel,19,Spain,Left,172.72,67.13175059647469,CAM,66
9642,D. Gorter,30,Netherlands,Left,175.26,69.85330805308853,CM,66
9643,T. Mears,35,England,Right,180.34,73.93564423800927,RB,66
9644,S. Diakité,29,Mali,Right,185.42000000000002,79.83235206067259,CM,66
9645,R. Mulumba,25,DR Congo,Right,180.34,76.20360878518747,CDM,66
9646,M. Høibråten,23,Norway,Left,182.88,77.11079460405875,LCB,66
9647,M. Lackner,27,Austria,Right,193.04,74.84283005688056,CDM,66
9648,M. Domínguez,18,Mexico,Left,160.02,58.059892407761886,LM,66
9649,O. Käuper,21,Germany,Left,187.96,77.11079460405875,CM,66
9650,A. Al Salem,25,Saudi Arabia,Right,182.88,73.93564423800927,CAM,66
9651,R. Vanegas,25,Colombia,Right,175.26,72.12127260026672,LM,66
9652,Pablo Larrea,24,Spain,Right,175.26,64.86378604929648,CDM,66
9653,L. Craig,31,Scotland,Left,182.88,82.1003166078508,LCM,66
9654,D. Gomis,25,France,Right,172.72,68.03893641534596,LM,66
9655,N. Blackman,28,England,Left,185.42000000000002,73.93564423800927,RM,66
9656,F. Kaufmann,25,Germany,Right,180.34,72.12127260026672,RM,66
9657,J. Ginnelly,21,England,Right,172.72,64.86378604929648,LM,66
9658,L. Nmecha,19,England,Right,185.42000000000002,69.85330805308853,ST,66
9659,I. Alhassan,21,Nigeria,Right,187.96,72.12127260026672,CDM,66
9660,L. Crecco,22,Italy,Left,182.88,76.20360878518747,CM,66
9661,D. Charles,30,England,Left,185.42000000000002,84.82187406446464,CB,66
9662,Cris Salvador,23,Spain,Right,182.88,77.11079460405875,CM,66
9663,R. Benson,26,Republic of Ireland,Left,175.26,77.11079460405875,LCM,66
9664,R. Riski,28,Finland,Right,175.26,68.03893641534596,RW,66
9665,K. Hafez,22,Egypt,Left,175.26,73.028458419138,LB,66
9666,C. Harriott,24,England,Left,165.1,66.2245647776034,LM,66
9667,T. Belmonte,20,Argentina,Right,177.8,68.03893641534596,RCM,66
9668,B. Eleke,22,Nigeria,Right,190.5,87.99702443051412,ST,66
9669,O. Beckles,26,England,Right,190.5,78.01798042293004,LB,66
9670,Park Jin Po,30,Korea Republic,Left,172.72,72.12127260026672,RB,66
9671,T. Naylor,27,England,Right,187.96,72.12127260026672,RCM,66
9672,G. Kiltie,21,Scotland,Right,172.72,69.85330805308853,LM,66
9673,R. Shirasaki,25,Japan,Right,180.34,69.85330805308853,LCM,66
9674,T. Charles,33,Argentina,Left,182.88,78.92516624180132,CB,66
9675,A. Falatah,34,Saudi Arabia,Left,175.26,69.85330805308853,LB,66
9676,I. Tarasovs,29,Latvia,Right,190.5,84.82187406446464,RDM,66
9677,P. Stolarski,22,Poland,Right,180.34,73.93564423800927,RB,66
9678,M. Odjer,21,Ghana,Right,170.18,68.94612223421724,CM,66
9679,B. Niňaj,24,Slovakia,Right,190.5,84.82187406446464,RCB,66
9680,Crysan,21,Brazil,Left,190.5,82.1003166078508,LM,66
9681,O. Eddahri,27,Sweden,Right,185.42000000000002,77.11079460405875,CF,66
9682,J. Obika,27,England,Left,182.88,76.20360878518747,ST,66
9683,T. Zhamaletdinov,21,Russia,Right,182.88,73.028458419138,ST,66
9684,K. Mets,25,Estonia,Left,190.5,79.83235206067259,CB,66
9685,M. Coulibaly,19,Senegal,Right,182.88,77.11079460405875,CM,66
9686,D. Mayor,27,England,Right,182.88,76.20360878518747,LCM,66
9687,H. Pell,26,England,Right,193.04,84.82187406446464,RDM,66
9688,S. McQueen,23,England,Left,180.34,69.85330805308853,LB,66
9689,L. Michel,38,Mexico,Right,182.88,73.93564423800927,GK,66
9690,C. Lykogiannis,24,Greece,Left,185.42000000000002,78.01798042293004,LB,66
9691,S. Hertner,27,Germany,Left,180.34,74.84283005688056,LB,66
9692,Arturo Molina,22,Spain,Right,182.88,74.84283005688056,CAM,66
9693,C. Warner,30,United States,Right,177.8,79.83235206067259,CDM,66
9694,V. Prodell,30,Sweden,Right,190.5,86.18265279277155,ST,66
9695,T. Renault,34,France,Right,182.88,79.83235206067259,GK,66
9696,A. Muyl,22,United States,Right,180.34,78.92516624180132,RM,66
9697,E. Apeh,21,Nigeria,Right,180.34,69.85330805308853,ST,66
9698,Alex Pozo,19,Spain,Right,172.72,62.14222859268264,LM,66
9699,D. Kikuchi,27,Japan,Right,172.72,68.03893641534596,LM,66
9700,R. Austin,33,Jamaica,Right,180.34,78.01798042293004,RCB,66
9701,M. Machaj,29,Poland,Right,175.26,67.13175059647469,CAM,66
9702,H. Radetinac,32,Serbia,Right,187.96,73.028458419138,LW,66
9703,M. Mikić,38,Croatia,Right,177.8,68.03893641534596,RM,66
9704,M. Guevgeozián,32,Armenia,Right,182.88,78.92516624180132,ST,66
9705,G. Viscarra,25,Bolivia,Right,190.5,79.83235206067259,GK,66
9706,I. Lapshov,19,Russia,Right,187.96,76.20360878518747,CB,66
9707,E. Fejzullahu,30,Kosovo,Right,180.34,79.83235206067259,ST,66
9708,J. Ekstrand,29,Sweden,Right,187.96,77.11079460405875,CB,66
9709,G. Rolando,23,Italy,Right,182.88,71.21408678139544,RM,66
9710,R. Inniss,23,England,Right,195.58,83.91468824559335,CB,66
9711,T. Yamashita,30,Japan,Right,182.88,73.028458419138,LCB,66
9712,X. Emmers,18,Belgium,Right,177.8,72.12127260026672,CM,66
9713,L. Morgan,21,Scotland,Right,177.8,74.84283005688056,LM,66
9714,W. Kvist,33,Denmark,Right,182.88,79.83235206067259,CM,66
9715,B. Jayiya,28,South Africa,Right,175.26,64.86378604929648,RW,66
9716,J. Huyghebaert,29,Belgium,Left,180.34,73.93564423800927,LB,66
9717,José Ángel,26,Spain,Left,182.88,73.93564423800927,CM,66
9718,Y. Hurtado,21,Colombia,Right,170.18,67.13175059647469,RB,66
9719,J. González,26,Mexico,Left,170.18,78.92516624180132,LB,66
9720,R. Söder,27,Sweden,Right,177.8,71.21408678139544,ST,66
9721,Choi Bo Kyung,30,Korea Republic,Left,182.88,78.92516624180132,LCB,66
9722,A. Hadouir,35,Netherlands,Right,172.72,68.03893641534596,CAM,66
9723,He Chao,23,China PR,Right,177.8,77.11079460405875,LCM,66
9724,M. Booysen,29,South Africa,Right,193.04,78.01798042293004,CB,66
9725,C. Main,26,England,Right,182.88,86.18265279277155,RS,66
9726,J. Grimmer,24,Scotland,Right,182.88,83.00750242672207,RB,66
9727,A. Kann,27,United States,Left,193.04,86.18265279277155,GK,66
9728,M. Lepe,27,Chile,Right,177.8,77.11079460405875,RDM,66
9729,J. Bandowski,24,Germany,Left,190.5,81.19313078897952,LB,66
9730,Nelson Ferreira,36,Portugal,Right,175.26,72.12127260026672,LM,66
9731,A. Matuszczyk,29,Poland,Right,182.88,73.028458419138,RDM,66
9732,D. Stahl,29,Germany,Right,182.88,78.92516624180132,RDM,66
9733,Yun Il Lok,26,Korea Republic,Right,177.8,64.86378604929648,LM,66
9734,R. McLaughlin,23,Northern Ireland,Right,175.26,68.94612223421724,RM,66
9735,P. Joosten,22,Netherlands,Right,180.34,66.2245647776034,ST,66
9736,G. Magnani,22,Italy,Left,190.5,87.08983861164283,CB,66
9737,F. Bong,30,Cameroon,Right,187.96,91.17217479656358,RCB,66
9738,M. Restrepo,37,Colombia,Right,175.26,69.85330805308853,CDM,66
9739,T. Akindele,26,Canada,Right,185.42000000000002,78.92516624180132,ST,66
9740,R. van der Meer,23,Netherlands,Left,195.58,86.18265279277155,LB,66
9741,R. Gartler,32,Austria,Right,182.88,78.01798042293004,ST,66
9742,C. Lobos,21,Chile,Right,172.72,69.85330805308853,CDM,66
9743,R. Cierzniak,35,Poland,Right,187.96,81.19313078897952,GK,66
9744,M. Abdellaoue,29,Norway,Right,180.34,73.93564423800927,ST,66
9745,L. Novak,29,England,Right,182.88,78.01798042293004,ST,66
9746,Jung Seung Yong,27,Korea Republic,Left,182.88,83.00750242672207,LB,66
9747,L. Gugganig,23,Austria,Right,190.5,83.00750242672207,RDM,66
9748,A. Donnarumma,27,Italy,Right,193.04,96.16169680035563,GK,66
9749,P. Steinhart,25,Germany,Left,182.88,69.85330805308853,LM,66
9750,Olavide,22,Spain,Left,177.8,69.85330805308853,RM,66
9751,C. Jakobsen,25,Denmark,Right,187.96,83.91468824559335,LM,66
9752,Berrocal,18,Spain,Right,182.88,72.12127260026672,CB,66
9753,R. Amaral,21,Uruguay,Left,177.8,83.00750242672207,CAM,66
9754,Abdón,25,Spain,Left,180.34,78.92516624180132,ST,66
9755,A. Al Mayoof,31,Saudi Arabia,Right,187.96,96.16169680035563,GK,66
9756,A. Paleari,25,Italy,Right,193.04,87.99702443051412,GK,66
9757,José Lara,18,Spain,Left,167.64000000000001,59.87426404550445,RM,66
9758,A. Juel Andersen,27,Denmark,Right,187.96,83.91468824559335,RB,66
9759,G. Vadalá,21,Argentina,Right,167.64000000000001,64.86378604929648,CAM,66
9760,Borja Sánchez,22,Spain,Right,187.96,78.92516624180132,CAM,66
9761,A. Ogogo,28,England,Right,177.8,78.01798042293004,CM,66
9762,D. Pratley,33,England,Right,185.42000000000002,68.94612223421724,RCM,66
9763,K. Takayama,29,Japan,Right,175.26,67.13175059647469,CF,66
9764,S. Bakış,24,Turkey,Right,187.96,79.83235206067259,RW,66
9765,Dani Martín,19,Spain,Right,185.42000000000002,76.20360878518747,GK,66
9766,Zhang Wenzhao,31,China PR,Right,177.8,63.049414411553926,LM,66
9767,C. Goodwin,26,Australia,Left,180.34,73.028458419138,LW,66
9768,J. Becerra,24,Colombia,Right,165.1,62.14222859268264,CAM,66
9769,C. Bravo,24,Chile,Right,167.64000000000001,69.85330805308853,LM,66
9770,V. Ramis,23,Argentina,Right,180.34,78.01798042293004,LW,66
9771,F. Torres,35,Mexico,Right,170.18,69.85330805308853,CM,66
9772,M. Mihara,29,Japan,Right,175.26,67.13175059647469,RB,66
9773,T. Flanagan,26,Northern Ireland,Right,187.96,76.20360878518747,RCB,66
9774,L. Thompson,23,Wales,Right,180.34,74.84283005688056,CM,66
9775,A. Schlager,22,Austria,Right,182.88,77.11079460405875,GK,66
9776,J. Kaprof,23,Argentina,Right,170.18,71.21408678139544,ST,66
9777,L. Mulholland,29,England,Right,175.26,68.03893641534596,CM,66
9778,S. Aasmundsen,28,Norway,Right,175.26,73.93564423800927,LDM,66
9779,C. Ejuke,20,Nigeria,Right,175.26,72.12127260026672,RM,66
9780,F. Apaolaza,21,Argentina,Right,187.96,78.92516624180132,ST,66
9781,E. Butin,30,France,Right,180.34,76.20360878518747,ST,66
9782,J. Fitzwater,20,England,Right,187.96,69.85330805308853,CB,66
9783,M. Cholewiak,28,Poland,Left,182.88,73.028458419138,LB,66
9784,C. Schösswendter,29,Austria,Right,193.04,78.01798042293004,CB,66
9785,R. Klaasen,24,Netherlands,Left,177.8,73.93564423800927,LCM,66
9786,P. Pervan,30,Austria,Right,193.04,92.07936061543487,GK,66
9787,M. de Jong,31,Canada,Left,175.26,73.028458419138,LB,66
9788,Corpas,26,Spain,Right,175.26,66.2245647776034,RM,66
9789,A. Lukse,30,Austria,Right,187.96,82.1003166078508,GK,66
9790,A. Wittwer,27,Switzerland,Left,172.72,78.01798042293004,LB,66
9791,E. Ebanks-Landell,25,England,Right,187.96,87.99702443051412,CB,66
9792,S. Gündüz,24,Germany,Right,170.18,73.93564423800927,RM,66
9793,A. Uryga,24,Poland,Right,190.5,84.82187406446464,RCB,66
9794,J. Absalonsen,32,Denmark,Left,177.8,76.20360878518747,LM,66
9795,J. Willis,29,United States,Right,195.58,83.91468824559335,GK,66
9796,E. Brophy,22,Scotland,Right,175.26,68.03893641534596,ST,66
9797,T. Hübers,21,Germany,Right,190.5,82.1003166078508,CB,66
9798,Q. Laçi,22,Albania,Right,180.34,79.83235206067259,CAM,66
9799,T. Mohamad,28,Syria,Right,180.34,83.00750242672207,CDM,66
9800,Dyjan Azevedo,27,Brazil,Right,170.18,64.86378604929648,LW,66
9801,L. Palmer,26,Scotland,Right,187.96,81.19313078897952,RB,66
9802,F. Evangelista,26,Argentina,Left,175.26,69.85330805308853,LB,66
9803,Óscar Pinchi,22,Spain,Right,172.72,62.14222859268264,LM,66
9804,Z. Laaroubi,33,Morocco,Right,185.42000000000002,86.18265279277155,GK,66
9805,M. Palacios,25,Colombia,Right,180.34,83.00750242672207,RM,66
9806,Borja,21,Spain,Right,175.26,67.13175059647469,RB,66
9807,F. Vanzo,24,Belgium,Right,177.8,79.83235206067259,CAM,66
9808,A. Zapata,33,Colombia,Right,182.88,78.92516624180132,CB,66
9809,S. Szmodics,22,England,Right,167.64000000000001,63.9566002304252,CAM,66
9810,A. Trusty,19,United States,Left,190.5,83.91468824559335,LCB,66
9811,Ryu Won Woo,27,Korea Republic,Left,185.42000000000002,78.01798042293004,GK,66
9812,F. Dick,33,Germany,Right,182.88,83.91468824559335,RB,66
9813,D. Rose,24,England,Right,172.72,72.12127260026672,LS,66
9814,M. Oesterhelweg,27,Germany,Left,180.34,73.028458419138,LM,66
9815,D. Mignanelli,25,Italy,Left,175.26,69.85330805308853,LB,66
9816,Lee Jong Ho,26,Korea Republic,Left,180.34,78.01798042293004,ST,66
9817,Z. Clark,26,Scotland,Right,190.5,84.82187406446464,GK,66
9818,S. Stevens,26,Netherlands,Right,193.04,92.98654643430615,GK,66
9819,Sergio Gil,22,Spain,Left,182.88,68.03893641534596,CDM,66
9820,U. Zeybek,23,Turkey,Right,177.8,72.12127260026672,CDM,66
9821,A. Acosta,21,Mexico,Right,172.72,73.028458419138,RM,66
9822,K. Oi,34,Japan,Right,180.34,74.84283005688056,CB,66
9823,Y. Sari,19,Turkey,Left,167.64000000000001,54.88474204171241,RM,66
9824,M. Ruiz,17,Mexico,Right,177.8,73.93564423800927,LCM,66
9825,L. Holmes,31,England,Left,175.26,66.2245647776034,RM,66
9826,D. Powers,27,United States,Right,180.34,79.83235206067259,CM,66
9827,S. Henderson,30,Republic of Ireland,Right,187.96,87.08983861164283,GK,66
9828,S. Scougall,25,Scotland,Left,170.18,57.15270658889061,CM,66
9829,Cho Yong Hyung,34,Korea Republic,Right,182.88,72.12127260026672,CB,66
9830,Cho Young Wook,19,Korea Republic,Right,177.8,71.21408678139544,ST,66
9831,H. Koffi,21,Burkina Faso,Right,185.42000000000002,81.19313078897952,GK,66
9832,S. Sandberg,24,Sweden,Right,185.42000000000002,77.11079460405875,RB,66
9833,T. Gabuza,30,South Africa,Right,182.88,86.18265279277155,ST,66
9834,P. Muñoz,32,Chile,Right,172.72,68.94612223421724,RW,66
9835,C. MacGillivray,25,England,Right,187.96,78.01798042293004,GK,66
9836,C. Arcus,22,Haiti,Right,180.34,76.20360878518747,RB,66
9837,A. Dercho,31,Germany,Left,185.42000000000002,74.84283005688056,LB,66
9838,H. Hauger,32,Norway,Right,177.8,71.21408678139544,RCM,66
9839,Manu,34,Switzerland,Left,175.26,69.85330805308853,LB,66
9840,J. Leko,19,England,Right,182.88,63.9566002304252,RW,66
9841,J. Aguirre,26,Colombia,Right,180.34,69.85330805308853,GK,66
9842,Kim Chang Soo,32,Korea Republic,Right,177.8,68.94612223421724,RB,66
9843,L. Ćirković,25,Serbia,Right,193.04,79.83235206067259,LCB,66
9844,Isma Cerro,22,Spain,Right,177.8,73.028458419138,RM,66
9845,E. Castillo,23,Ecuador,Right,177.8,68.94612223421724,LS,66
9846,P. Downing,26,England,Right,187.96,78.92516624180132,CB,66
9847,R. Vollath,28,Germany,Right,185.42000000000002,74.84283005688056,GK,66
9848,A. Munksgaard,20,Denmark,Right,182.88,74.84283005688056,RWB,66
9849,M. Ogbu,27,Nigeria,Right,185.42000000000002,78.01798042293004,ST,66
9850,Jang Ho Ik,24,Korea Republic,Right,172.72,62.14222859268264,RM,66
9851,K. Bartolec,23,Croatia,Right,175.26,78.01798042293004,RWB,66
9852,G. Malcore,24,Italy,Right,182.88,78.92516624180132,ST,66
9853,V. Gvilia,24,Georgia,Right,182.88,78.92516624180132,CAM,66
9854,D. Burnić,20,Germany,Left,180.34,69.85330805308853,CDM,66
9855,A. Öztürk,25,Turkey,Right,190.5,79.83235206067259,CB,66
9856,K. Taketomi,27,Japan,Right,172.72,68.94612223421724,LM,66
9857,M. Mancosu,29,Italy,Right,182.88,76.20360878518747,CAM,66
9858,D. Jaković,32,Canada,Right,187.96,79.83235206067259,LCB,66
9859,M. Saeid,27,Sweden,Left,170.18,63.9566002304252,CM,66
9860,U. Taffertshofer,26,Germany,Right,182.88,82.1003166078508,RDM,66
9861,A. Medina,33,Argentina,Right,170.18,64.86378604929648,ST,66
9862,M. Papadopulos,33,Czech Republic,Right,182.88,78.92516624180132,ST,66
9863,N. Zaniolo,18,Italy,Left,190.5,78.92516624180132,CAM,66
9864,F. Montero,29,Argentina,Right,167.64000000000001,71.21408678139544,LCM,66
9865,J. Vuković,26,Croatia,Right,185.42000000000002,76.20360878518747,CDM,66
9866,E. Barli,26,Norway,Right,187.96,81.19313078897952,GK,66
9867,G. Carrasco,21,Argentina,Right,175.26,73.93564423800927,RB,66
9868,A. Balijon,35,France,Right,182.88,79.83235206067259,GK,66
9869,I. Saavedra,19,Chile,Right,172.72,68.03893641534596,RCM,66
9870,Z. Janjić,32,Bosnia Herzegovina,Right,187.96,83.00750242672207,CAM,66
9871,J. Skjelvik,26,Norway,Left,182.88,77.11079460405875,CB,66
9872,K. Kamiński,27,Poland,Right,190.5,82.1003166078508,GK,66
9873,M. Endres,27,Germany,Right,187.96,83.00750242672207,RCB,66
9874,B. Delacourt,32,France,Right,177.8,77.11079460405875,CB,66
9875,C. Rismark,26,Norway,Left,193.04,87.08983861164283,CB,66
9876,A. Ligi,28,Italy,Right,190.5,83.00750242672207,CB,66
9877,D. Lachman,28,Curacao,Right,187.96,74.84283005688056,CB,66
9878,M. Riascos,27,Colombia,Right,172.72,73.028458419138,RM,66
9879,L. Vignali,22,Italy,Right,182.88,74.84283005688056,RB,66
9880,S. Skålevik,25,Norway,Right,180.34,74.84283005688056,ST,66
9881,M. Djetei,23,Cameroon,Right,185.42000000000002,73.028458419138,CB,66
9882,A. Fuchs,21,Germany,Right,182.88,73.93564423800927,CM,66
9883,M. Könnecke,29,Germany,Right,175.26,69.85330805308853,CAM,66
9884,E. Yao Guy,22,Ivory Coast,Right,182.88,76.20360878518747,CB,66
9885,G. Burke,24,Republic of Ireland,Left,175.26,72.12127260026672,CAM,66
9886,C. Hemlein,27,Germany,Right,180.34,78.92516624180132,RM,66
9887,D. Anderson,23,Netherlands,Right,180.34,72.12127260026672,RB,66
9888,M. Døhr Thychosen,21,Denmark,Right,177.8,64.86378604929648,RWB,66
9889,A. Nordvik,31,Norway,Left,187.96,81.19313078897952,CB,66
9890,D. Thomalla,25,Germany,Right,185.42000000000002,74.84283005688056,ST,66
9891,P. Parzyszek,24,Poland,Right,190.5,79.83235206067259,ST,66
9892,M. Fornasier,24,Italy,Right,185.42000000000002,79.83235206067259,CB,66
9893,Michel Douglas,26,Brazil,Left,185.42000000000002,83.00750242672207,ST,66
9894,Álex Cobo,22,Spain,Right,182.88,78.01798042293004,GK,66
9895,M. Çelik,28,Sweden,Right,177.8,74.84283005688056,LW,66
9896,L. Woudenberg,24,Netherlands,Left,185.42000000000002,69.85330805308853,LB,66
9897,T. Tekie,21,Sweden,Right,175.26,58.96707822663317,LCM,66
9898,D. Vega,25,Costa Rica,Left,177.8,71.21408678139544,RW,66
9899,N. Rusyn,19,Ukraine,Right,177.8,68.03893641534596,ST,66
9900,Víctor,21,Spain,Right,180.34,77.11079460405875,RM,66
9901,A. Deja,25,Poland,Right,185.42000000000002,82.1003166078508,RDM,66
9902,F. Cornejo,22,Chile,Right,175.26,68.94612223421724,CM,66
9903,A. Balboa,24,Uruguay,Right,185.42000000000002,81.19313078897952,ST,66
9904,D. Edwards,32,Wales,Right,182.88,78.01798042293004,CM,66
9905,R. Vargas,23,Bolivia,Right,170.18,64.86378604929648,,66
9906,F. Rherras,25,Morocco,Right,182.88,77.11079460405875,LB,66
9907,Gu Sung Yun,24,Korea Republic,Right,195.58,82.1003166078508,GK,66
9908,C. Mavrias,24,Greece,Right,177.8,78.01798042293004,RM,66
9909,E. Martinez,27,Uruguay,Right,170.18,66.2245647776034,CM,66
9910,Lee Chang Geun,24,Korea Republic,Right,185.42000000000002,74.84283005688056,GK,66
9911,M. Mohsen,29,Egypt,Right,185.42000000000002,81.19313078897952,ST,66
9912,A. Gómez,25,Peru,Left,180.34,68.94612223421724,LWB,66
9913,N. Ramírez,21,Chile,Right,182.88,77.11079460405875,LCB,66
9914,C. Gebauer,24,Austria,Right,187.96,74.84283005688056,RM,66
9915,C. Knett,27,Austria,Right,182.88,81.19313078897952,GK,66
9916,K. Naismith,26,Scotland,Left,185.42000000000002,78.01798042293004,LB,66
9917,Rober Correa,25,Spain,Right,182.88,77.11079460405875,RB,66
9918,C. Escobar,28,Chile,Right,182.88,74.84283005688056,ST,66
9919,J. Smeets,23,Netherlands,Right,182.88,71.21408678139544,CM,66
9920,Borja Galán,25,Spain,Right,182.88,73.028458419138,LM,66
9921,J. Intriago,22,Ecuador,Right,175.26,68.94612223421724,CM,66
9922,D. Sjölund,35,Finland,Left,177.8,79.83235206067259,CM,66
9923,E. Bonifacio,24,Argentina,Right,170.18,64.86378604929648,RWB,66
9924,Lee Ho Seung,28,Korea Republic,Right,187.96,73.93564423800927,GK,66
9925,G. Hein,21,France,Left,170.18,64.86378604929648,RW,66
9926,H. Abe,19,Japan,Right,170.18,64.86378604929648,LM,66
9927,A. De Bruyn,24,Belgium,Right,177.8,68.94612223421724,LM,65
9928,J. Akinde,28,England,Right,187.96,87.08983861164283,ST,65
9929,D. McGregor,32,Scotland,Right,182.88,87.08983861164283,CB,65
9930,G. Villarruel,25,Argentina,Right,172.72,67.13175059647469,RM,65
9931,Pastrana,21,Spain,Left,180.34,69.85330805308853,LM,65
9932,Teixeira José,28,Brazil,Right,177.8,71.21408678139544,RB,65
9933,A. Fernández,32,Uruguay,Right,185.42000000000002,72.12127260026672,RM,65
9934,J. Devecchi,22,Argentina,Right,187.96,83.00750242672207,GK,65
9935,C. Früchtl,18,Germany,Left,193.04,71.21408678139544,GK,65
9936,I. Rondanini,23,Italy,Right,180.34,76.20360878518747,RB,65
9937,W. Creavalle,27,Guyana,Right,182.88,69.85330805308853,CDM,65
9938,A. Considine,31,Scotland,Left,182.88,74.84283005688056,RCB,65
9939,J. Vitale,22,Argentina,Right,182.88,81.19313078897952,CDM,65
9940,J. Ryerson,20,Norway,Right,182.88,82.1003166078508,CDM,65
9941,J. Ríos,26,Colombia,Right,175.26,67.13175059647469,LDM,65
9942,K. Dabila,21,Ivory Coast,Right,182.88,79.83235206067259,CB,65
9943,Avilés,20,Spain,Right,180.34,74.84283005688056,RM,65
9944,No Dong Geon,26,Korea Republic,Right,193.04,87.99702443051412,GK,65
9945,Benjamin Muscato,26,Brazil,Right,182.88,71.21408678139544,CB,65
9946,N. Topor-Stanley,33,Australia,Left,190.5,89.81139606825667,LCB,65
9947,P. Clement,22,Netherlands,Right,177.8,67.13175059647469,CAM,65
9948,H. Toffolo,22,England,Left,182.88,71.21408678139544,LB,65
9949,C. Colkett,21,England,Left,175.26,73.93564423800927,CM,65
9950,B. Çamoğlu,21,Turkey,Right,172.72,67.13175059647469,RM,65
9951,Yang Dong Hyen,32,Korea Republic,Right,185.42000000000002,79.83235206067259,ST,65
9952,S. Tetteh,21,Ghana,Right,180.34,73.93564423800927,ST,65
9953,A. Dobos,18,Hungary,Left,175.26,69.85330805308853,CAM,65
9954,J. Mason,27,Republic of Ireland,Right,177.8,73.028458419138,ST,65
9955,Lee Woong Hee,29,Korea Republic,Right,182.88,78.01798042293004,CB,65
9956,C. Lavery,25,Northern Ireland,Right,180.34,76.20360878518747,ST,65
9957,M. Savastano,21,Netherlands,Left,175.26,68.94612223421724,LB,65
9958,N. Granatowski,27,Germany,Right,172.72,68.94612223421724,LM,65
9959,M. Stiefler,29,Germany,Right,177.8,76.20360878518747,RCM,65
9960,L. Pavez,22,Chile,Left,172.72,74.84283005688056,LB,65
9961,S. Román,23,Colombia,Right,190.5,76.20360878518747,GK,65
9962,M. Bakker,18,Netherlands,Left,182.88,72.12127260026672,LB,65
9963,A. Sambi Lokonga,18,Belgium,Right,182.88,69.85330805308853,RCM,65
9964,M. Pérez Acuña,24,Argentina,Right,175.26,73.93564423800927,RB,65
9965,K. Dempsey,22,England,Right,177.8,74.84283005688056,CM,65
9966,Lee You Hyeon,21,Korea Republic,Right,177.8,72.12127260026672,RW,65
9967,Y. Quintana,22,Uruguay,Right,193.04,88.90421024938539,CB,65
9968,B. Knighton,33,United States,Right,187.96,82.1003166078508,GK,65
9969,R. Bennett,26,England,Right,190.5,76.20360878518747,RCB,65
9970,A. Lonergan,34,England,Left,193.04,87.08983861164283,GK,65
9971,B. Sverrisson,28,Iceland,Left,182.88,74.84283005688056,CDM,65
9972,D. Forde,38,Republic of Ireland,Right,187.96,89.81139606825667,GK,65
9973,H. Gong,19,Nigeria,Right,170.18,72.12127260026672,RW,65
9974,T. Kupisz,28,Poland,Right,180.34,76.20360878518747,RM,65
9975,M. Abusabaan,28,Saudi Arabia,Right,180.34,76.20360878518747,CM,65
9976,C. Amaya,27,Colombia,Right,177.8,74.84283005688056,ST,65
9977,Wu Yake,27,China PR,Right,185.42000000000002,81.19313078897952,GK,65
9978,M. Schulz,23,Germany,Right,185.42000000000002,77.11079460405875,LDM,65
9979,O. Rojas,36,Mexico,Right,172.72,67.13175059647469,RB,65
9980,P. Jaroszyński,23,Poland,Left,182.88,77.11079460405875,LB,65
9981,L. Reed,20,England,Right,172.72,59.87426404550445,LCM,65
9982,T. Elrich,31,Australia,Right,180.34,77.11079460405875,LCB,65
9983,M. Malaeka,32,Saudi Arabia,Right,185.42000000000002,73.028458419138,GK,65
9984,C. Rentería,22,Colombia,Right,175.26,69.85330805308853,CDM,65
9985,S. Cox,31,Republic of Ireland,Right,180.34,69.85330805308853,ST,65
9986,A. Mannus,36,Northern Ireland,Right,187.96,92.07936061543487,GK,65
9987,P. Jaeckel,19,Germany,Right,187.96,79.83235206067259,CB,65
9988,J. Bijol,19,Slovenia,Right,190.5,84.82187406446464,CDM,65
9989,Z. Kozulj,24,Bosnia Herzegovina,Right,180.34,76.20360878518747,RCM,65
9990,Song Jin Hyung,30,Korea Republic,Right,175.26,64.86378604929648,CM,65
9991,C. Duvall,26,United States,Right,177.8,72.12127260026672,RB,65
9992,R. Williams,21,England,Right,172.72,76.20360878518747,LW,65
9993,M. Naamani,27,Algeria,Right,195.58,93.89373225317743,RCB,65
9994,M. Gollner,27,Austria,Left,185.42000000000002,79.83235206067259,CB,65
9995,D. Pedersen,25,Denmark,Right,185.42000000000002,73.93564423800927,LCM,65
9996,O. Berber,26,Turkey,Left,175.26,67.13175059647469,LB,65
9997,Steven Vitória,31,Canada,Right,195.58,86.18265279277155,CB,65
9998,B. Stokke,27,Norway,Left,190.5,89.81139606825667,LS,65
9999,M. Ospitalieri,26,Belgium,Left,180.34,71.21408678139544,LB,65
10000,J. Haugaard,26,Denmark,Left,198.12,87.08983861164283,GK,65
10001,S. Mauk,22,Australia,Right,175.26,63.9566002304252,CAM,65
10002,Óscar Whalley,24,Spain,Left,190.5,79.83235206067259,GK,65
